dataset,model_name,epoch,split,loss,mf_loss,emb_loss,reg_loss,precision@10,recall@10,ndcg@10,precision@20,recall@20,ndcg@20,auc,use_mqm,use_aqg,fixed_weight,n_aspects,noise_ratio,noise_mode,seed
MenClothing_tiny,ab_A2_tiny_e30,0,val,0.29025497287511826,0.23730851709842682,0.05287651717662811,6.99565134709701e-05,0.0020000000000000005,0.020000000000000004,0.01051316594327927,0.0017000000000000006,0.034000000000000016,0.013997933556305207,0.0,1,1,0,2,0.0,none,978
MenClothing_tiny,ab_A2_tiny_e30,5,val,0.16732090339064598,0.14071692898869514,0.02648940682411194,0.00011456636275397614,0.0018000000000000004,0.018000000000000002,0.01032022733105406,0.0016000000000000005,0.032000000000000015,0.01381070838829474,0.0,1,1,0,2,0.0,none,978
MenClothing_tiny,ab_A2_tiny_e30,10,val,0.11324542388319969,0.09233434312045574,0.020711480174213648,0.0001996043065446429,0.0018000000000000004,0.018000000000000002,0.009280189649431229,0.0018000000000000006,0.03600000000000002,0.013831526468204897,0.0,1,1,0,2,0.0,none,978
MenClothing_tiny,ab_A2_tiny_e30,15,val,0.08555931225419044,0.0669916570186615,0.018280697986483574,0.0002869589370675385,0.0024000000000000007,0.024000000000000007,0.012056135944098198,0.0018000000000000006,0.03600000000000002,0.01510051349150013,0.0,1,1,0,2,0.0,none,978
MenClothing_tiny,ab_A2_tiny_e30,20,val,0.06760453060269356,0.05080738104879856,0.016475283075124025,0.00032186583848670125,0.0018000000000000004,0.018000000000000002,0.011071183124729258,0.0018000000000000006,0.03600000000000002,0.015560270669234192,0.0,1,1,0,2,0.0,none,978
MenClothing_tiny,ab_A2_tiny_e30,25,val,0.058149004355072975,0.042220937088131905,0.015561553183943033,0.0003665135591290891,0.0020000000000000005,0.020000000000000004,0.01128890546173706,0.0020000000000000005,0.04000000000000002,0.016311770265202304,0.0,1,1,0,2,0.0,none,978
